"Realized Gain/Loss - Lot Details for ...844 as of Sat Oct 05  03:10:41 EDT 2024 from 01/01/2022 to 10/05/2024","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"GOTU","GAOTU TECHEDU INC A ADR","07/21/2023","05/04/2023","300","$3.28","$3.25","$984.73","$973.99","$10.74","1.102680725675%","","$10.74","Short Term","$973.99","No","","07/21/2023","","","","","","",""
"NVDA 01/19/2024 500.00 C","CALL NVIDIA CORP $500 EXP 01/19/24","07/21/2023","07/21/2023","1","$53.62","$48.46","$5,362.30","$4,845.66","$516.64","9.634671689387%","","$516.64","Short Term","$4,845.66","No","","07/20/2023","","","","","","",""
"NVDA 08/11/2023 400.00 C","CALL NVIDIA CORP $400 EXP 08/11/23","07/21/2023","07/21/2023","1","$81.60","$57.61","$8,160.27","$5,760.66","$2,399.61","29.406012301064%","","$2,399.61","Short Term","$5,760.66","No","","07/20/2023","","","","","","",""
"NVDA","NVIDIA CORP","07/20/2023","06/23/2023","0.14","$450.14","$416.93","$63.83","$59.12","$4.71","7.966847090663%","","$4.71","Short Term","$59.12","No","","07/20/2023","","","","","","",""
"NVDA","NVIDIA CORP","07/20/2023","06/20/2023","99.86","$450.15","$435.09","$44,950.80","$43,447.30","$1,503.50","3.460514232185%","","$1,503.50","Short Term","$43,447.30","No","","07/20/2023","","","","","","",""
"NVDA 07/21/2023 447.50 P","PUT NVIDIA CORP $447.5 EXP 07/21/23","07/20/2023","07/20/2023","3","$9.79","$0.74","$2,937.99","$220.98","$2,717.01","92.478531240746%","","$2,717.01","Short Term","$220.98","No","","07/19/2023","","","","","","",""
"TAL 07/21/2023 6.00 C","CALL TAL ED GROUP $6 EXP 07/21/23","07/20/2023","07/20/2023","3","$0.67","$0.24","$202.01","$70.98","$131.03","64.863125587842%","","$131.03","Short Term","$70.98","No","","07/19/2023","","","","","","",""
"NVDA 07/21/2023 460.00 P","PUT NVIDIA CORP $460 EXP 07/21/23","07/19/2023","07/17/2023","2","$1.74","$8.46","$348.68","$1,691.32","-$1,342.64","-79.384149658255%","","-$1,342.64","Short Term","$1,691.32","No","","07/19/2023","","","","","","",""
"NVDA 07/28/2023 435.00 C","CALL NVIDIA CORP $435 EXP 07/28/23","07/18/2023","07/18/2023","1","$12.85","$34.14","$1,285.33","$3,413.66","-$2,128.33","-165.586269673936%","","-$2,128.33","Short Term","$3,413.66","No","","07/17/2023","","","","","","",""
"NVDL","GRANITESH 1.5X LONG NVDA DAILY ETF","07/18/2023","07/17/2023","500","$100.00","$96.47","$49,999.53","$48,232.50","$1,767.03","3.663567096875%","","$1,767.03","Short Term","$48,232.50","No","","07/18/2023","","","","","","",""
"NVDA 07/14/2023 447.50 C","CALL NVIDIA CORP $447.5 EXP 07/14/23","07/17/2023","07/17/2023","1","$2.03","$30.30","$203.34","$3,029.66","-$2,826.32","-1389.947870561621%","","-$2,826.32","Short Term","$3,029.66","No","","07/14/2023","","","","","","",""
"NVDA 07/21/2023 432.50 P","PUT NVIDIA CORP $432.5 EXP 07/21/23","07/17/2023","07/17/2023","1","$9.72","$1.14","$972.33","$113.66","$858.67","88.310553001553%","","$858.67","Short Term","$113.66","No","","07/14/2023","","","","","","",""
"NVDA 07/28/2023 430.00 P","PUT NVIDIA CORP $430 EXP 07/28/23","07/17/2023","07/17/2023","1","$11.69","$3.08","$1,169.33","$307.66","$861.67","73.6892066397%","","$861.67","Short Term","$307.66","No","","07/14/2023","","","","","","",""
"NVDA","NVIDIA CORP","07/14/2023","07/03/2023","0.14","$431.38","$425.95","$61.17","$60.40","$0.77","1.274834437086%","","$0.77","Short Term","$60.40","No","","07/14/2023","","","","","","",""
"NVDA","NVIDIA CORP","07/14/2023","06/23/2023","199.86","$431.44","$416.91","$86,226.78","$83,323.22","$2,903.56","3.484694902573%","","$2,903.56","Short Term","$83,323.22","No","","07/14/2023","","","","","","",""
"NVDA 07/14/2023 437.50 P","PUT NVIDIA CORP $437.5 EXP 07/14/23","07/14/2023","07/14/2023","3","$6.53","$0.67","$1,958.99","$199.98","$1,759.01","89.791678364872%","","$1,759.01","Short Term","$199.98","No","","07/13/2023","","","","","","",""
"NVDA 07/28/2023 435.00 P","PUT NVIDIA CORP $435 EXP 07/28/23","07/14/2023","07/14/2023","1","$34.51","$5.82","$3,451.31","$581.66","$2,869.65","83.146689228148%","","$2,869.65","Short Term","$581.66","No","","07/13/2023","","","","","","",""
"BABA 07/21/2023 90.00 P","PUT ALIBABA GROUP HLDG LTD $90 EXP 07/21/23","07/13/2023","07/13/2023","2","$7.29","$0.75","$1,458.66","$150.32","$1,308.34","89.694651255262%","","$1,308.34","Short Term","$150.32","No","","07/12/2023","","","","","","",""
"GOTU 07/14/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 07/14/23","07/13/2023","07/13/2023","10","$0.19","$0.05","$193.38","$50.10","$143.28","74.092460440583%","","$143.28","Short Term","$50.10","No","","07/12/2023","","","","","","",""
"GOTU 07/28/2023 3.00 P","PUT GAOTU TECHEDU INC $3 EXP 07/28/23","07/13/2023","07/13/2023","4","$0.32","$0.13","$129.35","$50.64","$78.71","60.850405875532%","","$78.71","Short Term","$50.64","No","","07/12/2023","","","","","","",""
"GOTU 08/04/2023 3.00 P","PUT GAOTU TECHEDU INC $3 EXP 08/04/23","07/13/2023","07/13/2023","20","$0.39","$0.13","$786.74","$253.20","$533.54","67.816559473269%","","$533.54","Short Term","$253.20","No","","07/12/2023","","","","","","",""
"NVDA 07/14/2023 417.50 P","PUT NVIDIA CORP $417.5 EXP 07/14/23","07/13/2023","07/13/2023","1","$6.20","$0.66","$620.34","$65.66","$554.68","89.415481832543%","","$554.68","Short Term","$65.66","No","","07/12/2023","","","","","","",""
"NVDA 07/14/2023 425.00 P","PUT NVIDIA CORP $425 EXP 07/14/23","07/13/2023","07/13/2023","3","$23.17","$1.54","$6,951.95","$462.98","$6,488.97","93.340285819087%","","$6,488.97","Short Term","$462.98","No","","07/12/2023","","","","","","",""
"NVDA 07/28/2023 410.00 P","PUT NVIDIA CORP $410 EXP 07/28/23","07/13/2023","07/13/2023","1","$10.99","$4.91","$1,099.33","$490.66","$608.67","55.367360119345%","","$608.67","Short Term","$490.66","No","","07/12/2023","","","","","","",""
"TAL 07/14/2023 5.50 C","CALL TAL ED GROUP $5.5 EXP 07/14/23","07/07/2023","07/07/2023","3","$0.93","$0.38","$280.01","$112.98","$167.03","59.651441019964%","","$167.03","Short Term","$112.98","No","","07/06/2023","","","","","","",""
"BABA 07/21/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 07/21/23","07/06/2023","07/06/2023","1","$6.14","$2.35","$614.34","$234.66","$379.68","61.802910440473%","","$379.68","Short Term","$234.66","No","","07/05/2023","","","","","","",""
"BABA 07/21/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 07/21/23","07/06/2023","07/06/2023","1","$6.15","$2.35","$615.34","$234.66","$380.68","61.864985211428%","","$380.68","Short Term","$234.66","No","","07/05/2023","","","","","","",""
"GOTU 07/07/2023 3.00 C","CALL GAOTU TECHEDU INC $3 EXP 07/07/23","07/06/2023","07/06/2023","15","$0.14","$0.08","$215.06","$114.90","$100.16","46.573049381568%","","$100.16","Short Term","$114.90","No","","07/05/2023","","","","","","",""
"GOTU 07/07/2023 3.00 C","CALL GAOTU TECHEDU INC $3 EXP 07/07/23","07/06/2023","07/06/2023","16","$0.19","$0.08","$309.40","$122.56","$186.84","60.387847446671%","","$186.84","Short Term","$122.56","No","","07/05/2023","","","","","","",""
"GOTU 07/14/2023 2.50 P","PUT GAOTU TECHEDU INC $2.5 EXP 07/14/23","07/06/2023","07/06/2023","16","$0.15","$0.09","$245.40","$140.16","$105.24","42.885085574572%","","$105.24","Short Term","$140.16","No","","07/05/2023","","","","","","",""
"GOTU 07/14/2023 2.50 P","PUT GAOTU TECHEDU INC $2.5 EXP 07/14/23","07/06/2023","07/06/2023","4","$0.24","$0.09","$97.35","$35.04","$62.31","64.006163328197%","","$62.31","Short Term","$35.04","No","","07/05/2023","","","","","","",""
"TAL 07/07/2023 6.00 P","PUT TAL ED GROUP $6 EXP 07/07/23","07/05/2023","07/05/2023","4","$0.32","$0.11","$129.35","$42.64","$86.71","67.035175879397%","","$86.71","Short Term","$42.64","No","","07/03/2023","","","","","","",""
"EDU 07/07/2023 43.00 C","CALL NEW ORIENTAL EDUCATION & 00500 $43 EXP 07/07/23","07/03/2023","07/03/2023","1","$2.46","$0.12","$246.34","$11.66","$234.68","95.266704554681%","","$234.68","Short Term","$11.66","No","","06/30/2023","","","","","","",""
"EDU 07/07/2023 43.00 C","CALL NEW ORIENTAL EDUCATION & 00500 $43 EXP 07/07/23","07/03/2023","07/03/2023","2","$2.52","$0.12","$504.68","$23.32","$481.36","95.37925021796%","","$481.36","Short Term","$23.32","No","","06/30/2023","","","","","","",""
"NVDA 01/19/2024 300.00 C","CALL NVIDIA CORP $300 EXP 01/19/24","07/03/2023","07/03/2023","1","$127.29","$143.51","$12,729.24","$14,350.66","-$1,621.42","-12.737759677718%","","-$1,621.42","Short Term","$14,350.66","No","","06/30/2023","","","","","","",""
"NVDA 07/21/2023 395.00 P","PUT NVIDIA CORP $395 EXP 07/21/23","07/03/2023","07/03/2023","1","$9.89","$4.41","$989.33","$440.66","$548.67","55.458744807092%","","$548.67","Short Term","$440.66","No","","06/30/2023","","","","","","",""
"SNOW 06/30/2023 170.00 P","PUT SNOWFLAKE INC $170 EXP 06/30/23","07/03/2023","07/03/2023","1","$4.05","$0.02","$405.34","$2.01","$403.33","99.504119998026%","","$403.33","Short Term","$2.01","No","","06/30/2023","","","","","","",""
"SNOW 07/14/2023 160.00 C","CALL SNOWFLAKE INC $160 EXP 07/14/23","07/03/2023","07/03/2023","1","$20.90","$17.64","$2,090.32","$1,763.66","$326.66","15.627272379349%","","$326.66","Short Term","$1,763.66","No","","06/30/2023","","","","","","",""
"BABA 07/07/2023 88.00 C","CALL ALIBABA GROUP HLDG LTD $88 EXP 07/07/23","06/30/2023","06/30/2023","1","$3.19","$0.47","$319.34","$46.66","$272.68","85.388614016409%","","$272.68","Short Term","$46.66","No","","06/29/2023","","","","","","",""
"BABA 07/07/2023 90.00 C","CALL ALIBABA GROUP HLDG LTD $90 EXP 07/07/23","06/30/2023","06/30/2023","1","$2.98","$0.24","$298.34","$23.66","$274.68","92.06945096199%","","$274.68","Short Term","$23.66","No","","06/29/2023","","","","","","",""
"BABA 07/07/2023 90.00 P","PUT ALIBABA GROUP HLDG LTD $90 EXP 07/07/23","06/30/2023","06/30/2023","2","$3.70","$6.66","$740.68","$1,331.32","-$590.64","-79.742938920992%","","-$590.64","Short Term","$1,331.32","No","","06/29/2023","","","","","","",""
"GOTU 06/30/2023 2.50 P","PUT GAOTU TECHEDU INC $2.5 EXP 06/30/23","06/30/2023","06/30/2023","4","$0.34","$0.03","$137.36","$12.04","$125.32","91.234711706465%","","$125.32","Short Term","$12.04","No","","06/29/2023","","","","","","",""
"GOTU 06/30/2023 4.00 C","CALL GAOTU TECHEDU INC $4 EXP 06/30/23","06/30/2023","06/14/2023","10","$0.12","$0.00","$123.38","$0.00","$123.38","100%","","$123.38","Short Term","$0.00","No","","06/30/2023","","","","","","",""
"NVDA 06/30/2023 425.00 C","CALL NVIDIA CORP $425 EXP 06/30/23","06/30/2023","06/30/2023","2","$7.12","$0.25","$1,424.66","$49.32","$1,375.34","96.538121376328%","","$1,375.34","Short Term","$49.32","No","","06/29/2023","","","","","","",""
"NVDA 06/30/2023 425.00 P","PUT NVIDIA CORP $425 EXP 06/30/23","06/30/2023","06/30/2023","3","$7.91","$17.49","$2,371.99","$5,245.98","-$2,873.99","-121.163664265026%","","-$2,873.99","Short Term","$5,245.98","No","","06/29/2023","","","","","","",""
"NVDA 06/30/2023 435.00 P","PUT NVIDIA CORP $435 EXP 06/30/23","06/30/2023","06/30/2023","1","$12.04","$26.89","$1,204.33","$2,688.66","-$1,484.33","-123.249441598233%","","-$1,484.33","Short Term","$2,688.66","No","","06/29/2023","","","","","","",""
"NVDA 07/07/2023 265.00 C","CALL NVIDIA CORP $265 EXP 07/07/23","06/30/2023","06/30/2023","1","$124.61","$143.83","$12,461.24","$14,382.66","-$1,921.42","-15.419171767818%","","-$1,921.42","Short Term","$14,382.66","No","","06/29/2023","","","","","","",""
"NVDA 07/07/2023 265.00 C","CALL NVIDIA CORP $265 EXP 07/07/23","06/30/2023","06/30/2023","3","$122.44","$143.83","$36,732.72","$43,147.98","-$6,415.26","-17.464701769975%","","-$6,415.26","Short Term","$43,147.98","No","","06/29/2023","","","","","","",""
"NVDA 07/07/2023 265.00 C","CALL NVIDIA CORP $265 EXP 07/07/23","06/30/2023","06/30/2023","3","$125.51","$143.83","$37,653.71","$43,147.98","-$5,494.27","-14.591576766273%","","-$5,494.27","Short Term","$43,147.98","No","","06/29/2023","","","","","","",""
"NVDA 07/07/2023 270.00 C","CALL NVIDIA CORP $270 EXP 07/07/23","06/30/2023","06/30/2023","4","$130.84","$140.41","$52,336.93","$56,162.64","-$3,825.71","-7.309771513155%","","-$3,825.71","Short Term","$56,162.64","No","","06/29/2023","","","","","","",""
"NVDL","GRANITESH 1.5X LONG NVDA DAILY ETF","06/30/2023","06/29/2023","450","$84.66","$80.74","$38,096.64","$36,334.49","$1,762.15","4.849799735733%","","$1,762.15","Short Term","$36,334.49","No","","06/30/2023","","","","","","",""
"TAL 06/30/2023 6.00 C","CALL TAL ED GROUP $6 EXP 06/30/23","06/28/2023","06/28/2023","8","$0.50","$0.18","$402.70","$142.28","$260.42","64.668487707971%","","$260.42","Short Term","$142.28","No","","06/27/2023","","","","","","",""
"TAL 06/30/2023 6.00 C","CALL TAL ED GROUP $6 EXP 06/30/23","06/28/2023","06/28/2023","2","$0.50","$0.17","$100.68","$33.32","$67.36","66.905045689313%","","$67.36","Short Term","$33.32","No","","06/27/2023","","","","","","",""
"BABA 06/30/2023 79.00 C","CALL ALIBABA GROUP HLDG LTD $79 EXP 06/30/23","06/27/2023","06/27/2023","1","$4.24","$7.41","$424.34","$740.66","-$316.32","-74.543997737663%","","-$316.32","Short Term","$740.66","No","","06/26/2023","","","","","","",""
"NVDA 06/30/2023 435.00 C","CALL NVIDIA CORP $435 EXP 06/30/23","06/27/2023","06/27/2023","1","$13.66","$1.97","$1,366.33","$196.66","$1,169.67","85.606698235419%","","$1,169.67","Short Term","$196.66","No","","06/26/2023","","","","","","",""
"GOTU 06/30/2023 2.50 C","CALL GAOTU TECHEDU INC $2.5 EXP 06/30/23","06/22/2023","06/22/2023","15","$0.27","$0.51","$410.06","$759.90","-$349.84","-85.314344242306%","","-$349.84","Short Term","$759.90","No","","06/21/2023","","","","","","",""
"GOTU 06/30/2023 2.50 C","CALL GAOTU TECHEDU INC $2.5 EXP 06/30/23","06/22/2023","06/22/2023","1","$0.34","$0.51","$34.34","$50.66","-$16.32","-47.524752475248%","","-$16.32","Short Term","$50.66","No","","06/21/2023","","","","","","",""
"SNOW 06/23/2023 155.00 C","CALL SNOWFLAKE INC $155 EXP 06/23/23","06/22/2023","06/22/2023","1","$24.14","$22.22","$2,414.32","$2,221.66","$192.66","7.979886676166%","","$192.66","Short Term","$2,221.66","No","","06/21/2023","","","","","","",""
"SNOW 06/23/2023 162.50 P","PUT SNOWFLAKE INC $162.5 EXP 06/23/23","06/22/2023","06/22/2023","1","$1.82","$0.27","$182.34","$26.66","$155.68","85.378962377975%","","$155.68","Short Term","$26.66","No","","06/21/2023","","","","","","",""
"GOTU 06/23/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/23/23","06/21/2023","06/21/2023","17","$0.19","$0.04","$328.74","$68.17","$260.57","79.263247551256%","","$260.57","Short Term","$68.17","No","","06/20/2023","","","","","","",""
"NVDA 01/19/2024 270.00 C","CALL NVIDIA CORP $270 EXP 01/19/24","06/21/2023","06/21/2023","1","$164.82","$181.36","$16,482.21","$18,135.66","$0.00","0%","","$0.00","Short Term","$18,135.66","Yes","$1,653.45","06/20/2023","","","","","","",""
"NVDA 06/23/2023 275.00 C","CALL NVIDIA CORP $275 EXP 06/23/23","06/21/2023","06/21/2023","3","$30.92","$161.03","$9,274.95","$48,307.98","-$39,033.03","-420.843562498989%","","-$39,033.03","Short Term","$48,307.98","No","","06/20/2023","","","","","","",""
"NVDA 06/23/2023 400.00 P","PUT NVIDIA CORP $400 EXP 06/23/23","06/21/2023","06/21/2023","2","$5.14","$0.69","$1,028.68","$137.32","$891.36","86.650853521017%","","$891.36","Short Term","$137.32","No","","06/20/2023","","","","","","",""
"NVDA 06/23/2023 405.00 P","PUT NVIDIA CORP $405 EXP 06/23/23","06/21/2023","06/21/2023","3","$6.61","$0.51","$1,983.99","$152.98","$1,831.01","92.289275651591%","","$1,831.01","Short Term","$152.98","No","","06/20/2023","","","","","","",""
"NVDA 06/23/2023 410.00 P","PUT NVIDIA CORP $410 EXP 06/23/23","06/21/2023","06/21/2023","1","$8.27","$0.76","$827.33","$75.66","$751.67","90.854918835289%","","$751.67","Short Term","$75.66","No","","06/20/2023","","","","","","",""
"NVDL","GRANITESH 1.5X LONG NVDA DAILY ETF","06/20/2023","06/16/2023","800","$86.57","$86.10","$69,255.34","$68,880.00","$375.34","0.544918699187%","","$375.34","Short Term","$68,880.00","No","","06/20/2023","","","","","","",""
"NVDL","GRANITESH 1.5X LONG NVDA DAILY ETF","06/20/2023","06/16/2023","1","$88.50","$86.10","$88.50","$86.10","$2.40","2.787456445993%","","$2.40","Short Term","$86.10","No","","06/20/2023","","","","","","",""
"NVDL","GRANITESH 1.5X LONG NVDA DAILY ETF","06/20/2023","06/16/2023","199","$88.47","$86.10","$17,605.36","$17,133.90","$471.46","2.751621055335%","","$471.46","Short Term","$17,133.90","No","","06/20/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","06/16/2023","05/22/2023","72","$5.87","$4.91","$422.51","$353.52","$68.99","19.515161801313%","","$68.99","Short Term","$353.52","No","","06/16/2023","$2,522.00","-$174.73","-6.928231562252%","","","-$174.73","-6.928231562252182%"
"DAO","YOUDAO INC A ADR","06/16/2023","04/24/2023","30","$5.87","$4.95","$176.04","$148.41","$27.63","18.617343844754%","","$27.63","Short Term","$148.41","No","","06/16/2023","$2,522.00","-$174.73","-6.928231562252%","","","-$174.73","-6.928231562252182%"
"DAO","YOUDAO INC A ADR","06/16/2023","04/08/2023","98","$5.87","$6.72","$575.08","$658.23","$0.00","0%","","$0.00","Short Term","$658.23","Yes","$83.15","06/16/2023","$2,522.00","-$174.73","-6.928231562252%","","","-$174.73","-6.928231562252182%"
"DAO","YOUDAO INC A ADR","06/16/2023","04/05/2023","77","$5.87","$7.70","$451.84","$592.90","-$137.40","-23.174228369034%","","-$137.40","Short Term","$592.90","Yes","$3.66","06/16/2023","$2,522.00","-$174.73","-6.928231562252%","","","-$174.73","-6.928231562252182%"
"DAO","YOUDAO INC A ADR","06/16/2023","04/05/2023","95","$5.87","$7.70","$557.50","$731.50","-$174.00","-23.786739576213%","","-$174.00","Short Term","$731.50","No","","06/16/2023","$2,522.00","-$174.73","-6.928231562252%","","","-$174.73","-6.928231562252182%"
"DAO","YOUDAO INC A ADR","06/16/2023","04/05/2023","28","$5.87","$7.70","$164.30","$215.60","-$51.30","-23.794063079777%","","-$51.30","Short Term","$215.60","No","","06/16/2023","$2,522.00","-$174.73","-6.928231562252%","","","-$174.73","-6.928231562252182%"
"DAO 06/16/2023 5.00 P","PUT YOUDAO INC $5 EXP 06/16/23","06/16/2023","05/22/2023","2","$0.39","$0.00","$78.68","$0.00","$78.68","100%","","$78.68","Short Term","$0.00","No","","06/16/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","06/16/2023","05/11/2023","100","$398.28","$386.12","$39,828.01","$38,612.00","$1,216.01","3.14930591526%","","$1,216.01","Short Term","$38,612.00","No","","06/16/2023","","","","","","",""
"BABA 06/23/2023 85.00 P","PUT ALIBABA GROUP HLDG LTD $85 EXP 06/23/23","06/15/2023","06/15/2023","1","$7.64","$0.61","$764.33","$60.66","$703.67","92.063637434093%","","$703.67","Short Term","$60.66","No","","06/14/2023","","","","","","",""
"BABA 06/23/2023 85.00 P","PUT ALIBABA GROUP HLDG LTD $85 EXP 06/23/23","06/15/2023","06/15/2023","1","$2.15","$0.61","$215.34","$60.66","$154.68","71.830593480078%","","$154.68","Short Term","$60.66","No","","06/14/2023","","","","","","",""
"GOTU 07/07/2023 2.50 C","CALL GAOTU TECHEDU INC $2.5 EXP 07/07/23","06/15/2023","06/15/2023","1","$0.29","$1.21","$29.34","$120.66","-$91.32","-311.247443762781%","","-$91.32","Short Term","$120.66","No","","06/14/2023","","","","","","",""
"NVDA 06/16/2023 270.00 C","CALL NVIDIA CORP $270 EXP 06/16/23","06/15/2023","06/15/2023","1","$117.63","$148.84","$11,763.25","$14,883.66","-$3,120.41","-26.526767687501%","","-$3,120.41","Short Term","$14,883.66","No","","06/14/2023","","","","","","",""
"NVDA 06/16/2023 390.00 P","PUT NVIDIA CORP $390 EXP 06/16/23","06/15/2023","06/15/2023","2","$9.39","$0.56","$1,878.66","$111.32","$1,767.34","94.07449990951%","","$1,767.34","Short Term","$111.32","No","","06/14/2023","","","","","","",""
"NVDA 06/16/2023 395.00 P","PUT NVIDIA CORP $395 EXP 06/16/23","06/15/2023","06/15/2023","3","$12.46","$0.89","$3,738.99","$265.98","$3,473.01","92.886314218546%","","$3,473.01","Short Term","$265.98","No","","06/14/2023","","","","","","",""
"NVDA 06/16/2023 400.00 P","PUT NVIDIA CORP $400 EXP 06/16/23","06/15/2023","06/15/2023","1","$15.83","$1.36","$1,583.33","$135.66","$1,447.67","91.431981962067%","","$1,447.67","Short Term","$135.66","No","","06/14/2023","","","","","","",""
"NVDA 06/09/2023 390.00 P","PUT NVIDIA CORP $390 EXP 06/09/23","06/12/2023","06/12/2023","2","$7.45","$1.87","$1,490.66","$373.32","$1,117.34","74.956059731931%","","$1,117.34","Short Term","$373.32","No","","06/09/2023","","","","","","",""
"NVDA 06/09/2023 395.00 P","PUT NVIDIA CORP $395 EXP 06/09/23","06/12/2023","06/12/2023","3","$9.78","$6.63","$2,934.99","$1,988.98","$946.01","32.232137077128%","","$946.01","Short Term","$1,988.98","No","","06/09/2023","","","","","","",""
"NVDA 06/09/2023 400.00 P","PUT NVIDIA CORP $400 EXP 06/09/23","06/12/2023","06/12/2023","1","$12.39","$11.53","$1,239.33","$1,152.66","$86.67","6.993294764106%","","$86.67","Short Term","$1,152.66","No","","06/09/2023","","","","","","",""
"TAL 06/09/2023 6.00 P","PUT TAL ED GROUP $6 EXP 06/09/23","06/09/2023","06/01/2023","4","$0.11","$0.00","$45.35","$0.00","$45.35","100%","","$45.35","Short Term","$0.00","No","","06/09/2023","","","","","","",""
"BABA 06/09/2023 80.00 P","PUT ALIBABA GROUP HLDG LTD $80 EXP 06/09/23","06/07/2023","06/07/2023","2","$0.75","$0.05","$150.68","$10.02","$140.66","93.350146004778%","","$140.66","Short Term","$10.02","No","","06/06/2023","","","","","","",""
"BABA 06/09/2023 83.00 P","PUT ALIBABA GROUP HLDG LTD $83 EXP 06/09/23","06/07/2023","06/07/2023","1","$0.93","$0.22","$93.34","$21.66","$71.68","76.794514677523%","","$71.68","Short Term","$21.66","No","","06/06/2023","","","","","","",""
"BABA 06/09/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 06/09/23","06/07/2023","06/07/2023","1","$7.93","$2.44","$793.33","$243.66","$549.67","69.286425573217%","","$549.67","Short Term","$243.66","No","","06/06/2023","","","","","","",""
"BABA 06/16/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 06/16/23","06/07/2023","06/07/2023","1","$8.49","$3.57","$849.33","$356.66","$492.67","58.006899556121%","","$492.67","Short Term","$356.66","No","","06/06/2023","","","","","","",""
"BABA 06/23/2023 85.00 C","CALL ALIBABA GROUP HLDG LTD $85 EXP 06/23/23","06/07/2023","06/07/2023","1","$8.89","$4.16","$889.33","$415.66","$473.67","53.261444008411%","","$473.67","Short Term","$415.66","No","","06/06/2023","","","","","","",""
"GOTU 06/09/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/09/23","06/07/2023","06/07/2023","15","$0.15","$0.05","$230.06","$75.15","$154.91","67.334608363036%","","$154.91","Short Term","$75.15","No","","06/06/2023","","","","","","",""
"GOTU 06/09/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/09/23","06/07/2023","06/07/2023","2","$0.19","$0.05","$38.68","$10.02","$28.66","74.095139607032%","","$28.66","Short Term","$10.02","No","","06/06/2023","","","","","","",""
"GOTU 06/16/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/16/23","06/07/2023","06/07/2023","1","$0.23","$0.05","$23.34","$5.01","$18.33","78.53470437018%","","$18.33","Short Term","$5.01","No","","06/06/2023","","","","","","",""
"GOTU 06/16/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/16/23","06/07/2023","06/07/2023","1","$0.25","$0.05","$25.34","$5.01","$20.33","80.228887134964%","","$20.33","Short Term","$5.01","No","","06/06/2023","","","","","","",""
"GOTU 06/16/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/16/23","06/07/2023","06/07/2023","6","$0.22","$0.05","$134.03","$30.06","$103.97","77.572185331642%","","$103.97","Short Term","$30.06","No","","06/06/2023","","","","","","",""
"GOTU 06/16/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/16/23","06/07/2023","06/07/2023","2","$0.18","$0.05","$36.68","$10.02","$26.66","72.6826608506%","","$26.66","Short Term","$10.02","No","","06/06/2023","","","","","","",""
"GOTU 06/16/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/16/23","06/07/2023","06/07/2023","1","$0.24","$0.05","$24.34","$5.01","$19.33","79.416598192276%","","$19.33","Short Term","$5.01","No","","06/06/2023","","","","","","",""
"GOTU 06/16/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/16/23","06/07/2023","06/07/2023","1","$0.24","$0.05","$24.34","$5.01","$19.33","79.416598192276%","","$19.33","Short Term","$5.01","No","","06/06/2023","","","","","","",""
"GOTU 06/16/2023 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 06/16/23","06/07/2023","06/07/2023","3","$0.16","$0.05","$49.01","$15.03","$33.98","69.332789226688%","","$33.98","Short Term","$15.03","No","","06/06/2023","","","","","","",""
"NVDA 06/09/2023 275.00 C","CALL NVIDIA CORP $275 EXP 06/09/23","06/07/2023","06/07/2023","1","$28.26","$113.63","$2,825.81","$11,362.66","-$8,536.85","-302.102759916626%","","-$8,536.85","Short Term","$11,362.66","No","","06/06/2023","","","","","","",""
"NVDA 06/30/2023 275.00 C","CALL NVIDIA CORP $275 EXP 06/30/23","06/07/2023","06/07/2023","3","$32.83","$112.46","$9,847.94","$33,736.98","-$23,889.04","-242.579057142915%","","-$23,889.04","Short Term","$33,736.98","No","","06/06/2023","","","","","","",""
